#;Company;Symbol;Weight;Price;Chg;% Chg;Date
317;Dover Corporation;DOV;0.05%;166.86;3.30;(2.02%);2025-04-23
318;Edison International;EIX;0.05%;57.99;0.17;(0.29%);2025-04-23
319;Cboe Global Markets, Inc.;CBOE;0.05%;209.83;-4.24;(-1.98%);2025-04-23
320;Kellanova;K;0.05%;82.74;0.14;(0.16%);2025-04-23
321;Veralto Corporation;VLTO;0.05%;91.08;1.90;(2.13%);2025-04-23
322;United Airlines Holdings, Inc.;UAL;0.05%;68.88;1.91;(2.85%);2025-04-23
323;Cms Energy Corporation;CMS;0.05%;72.64;-1.06;(-1.44%);2025-04-23
324;Steris Plc;STE;0.05%;224.32;1.55;(0.70%);2025-04-23
325;Firstenergy Corp.;FE;0.05%;42.33;-0.38;(-0.90%);2025-04-23
326;Expand Energy Corporation;EXE;0.05%;105.16;2.15;(2.08%);2025-04-23
327;Microchip Technology Inc;MCHP;0.05%;42.70;2.41;(5.98%);2025-04-23
328;Teledyne Technologies Incorporated;TDY;0.05%;442.17;-18.93;(-4.11%);2025-04-23
329;Nvr, Inc.;NVR;0.05%;7,118.84;-48.08;(-0.67%);2025-04-23
330;Corpay, Inc.;CPAY;0.05%;317.48;9.71;(3.15%);2025-04-23
331;W.R. Berkley Corporation;WRB;0.05%;71.01;0.16;(0.23%);2025-04-23
332;Eversource Energy;ES;0.05%;57.88;-0.17;(-0.30%);2025-04-23
333;Dollar General Corp.;DG;0.05%;94.94;-1.85;(-1.91%);2025-04-23
334;Mettler-Toledo International;MTD;0.05%;1,056.41;53.25;(5.31%);2025-04-23
335;Cincinnati Financial Corp;CINF;0.05%;134.41;1.46;(1.10%);2025-04-23
336;Smurfit Westrock Plc;SW;0.05%;42.33;0.79;(1.91%);2025-04-23
337;Devon Energy Corporation;DVN;0.05%;31.12;-0.08;(-0.26%);2025-04-23
338;Pultegroup, Inc.;PHM;0.05%;101.67;0.78;(0.77%);2025-04-23
339;Dow Inc.;DOW;0.05%;29.01;0.01;(0.04%);2025-04-23
340;Cdw Corporation;CDW;0.05%;155.36;3.33;(2.19%);2025-04-23
341;Huntington Bancshares Inc;HBAN;0.05%;14.22;0.29;(2.05%);2025-04-23
342;Verisign Inc;VRSN;0.05%;249.91;1.83;(0.74%);2025-04-23
343;Live Nation Entertainment Inc.;LYV;0.04%;131.64;3.14;(2.44%);2025-04-23
344;Nrg Energy, Inc.;NRG;0.04%;102.04;3.24;(3.28%);2025-04-23
345;Hewlett Packard Enterprise Company;HPE;0.04%;15.53;0.38;(2.48%);2025-04-23
346;Waters Corp;WAT;0.04%;336.32;5.61;(1.69%);2025-04-23
347;Invitation Homes Inc.;INVH;0.04%;33.79;-0.26;(-0.76%);2025-04-23
348;Zimmer Biomet Holdings, Inc.;ZBH;0.04%;99.37;1.93;(1.98%);2025-04-23
349;Quest Diagnostics Inc.;DGX;0.04%;173.30;0.46;(0.27%);2025-04-23
350;T Rowe Price Group Inc;TROW;0.04%;87.12;0.94;(1.10%);2025-04-23
351;International Flavors & Fragrances Inc.;IFF;0.04%;76.23;1.59;(2.13%);2025-04-23
352;Mccormick & Company, Incorporated Non-Vtg Cs;MKC;0.04%;76.06;0.32;(0.42%);2025-04-23
353;Synchrony Financial;SYF;0.04%;50.34;1.78;(3.67%);2025-04-23
354;Expedia Group, Inc.;EXPE;0.04%;156.71;3.78;(2.47%);2025-04-23
355;Carnival Corporation;CCL;0.04%;18.65;0.67;(3.71%);2025-04-23
356;Leidos Holdings, Inc.;LDOS;0.04%;143.20;1.94;(1.37%);2025-04-23
357;Coterra Energy Inc.;CTRA;0.04%;25.34;0.26;(1.04%);2025-04-23
358;Mid-America Apartment Communities, Inc.;MAA;0.04%;159.68;1.36;(0.86%);2025-04-23
359;Labcorp Holdings Inc.;LH;0.04%;224.32;4.07;(1.85%);2025-04-23
360;Weyerhaeuser Company;WY;0.04%;25.36;0.10;(0.40%);2025-04-23
361;Hubbell Incorporated;HUBB;0.04%;351.43;10.91;(3.20%);2025-04-23
362;Nisource Inc.;NI;0.04%;39.01;-0.01;(-0.04%);2025-04-23
363;Regions Financial Corp.;RF;0.04%;20.05;0.27;(1.38%);2025-04-23
364;Halliburton Company;HAL;0.04%;20.68;-0.02;(-0.12%);2025-04-23
365;Lennox International Inc.;LII;0.04%;514.96;-43.97;(-7.87%);2025-04-23
366;Molina Healthcare, Inc.;MOH;0.04%;328.26;7.09;(2.21%);2025-04-23
367;Essex Property Trust, Inc;ESS;0.04%;276.52;0.15;(0.05%);2025-04-23
368;Warner Bros. Discovery, Inc. Series a;WBD;0.04%;8.44;0.49;(6.10%);2025-04-23
369;Global Payments, Inc.;GPN;0.04%;72.28;0.89;(1.24%);2025-04-23
370;Ulta Beauty, Inc.;ULTA;0.04%;380.14;1.47;(0.39%);2025-04-23
371;Northern Trust Corp;NTRS;0.04%;91.44;2.08;(2.33%);2025-04-23
372;Tyson Foods, Inc.;TSN;0.04%;61.73;0.34;(0.55%);2025-04-23
373;Williams-Sonoma, Inc.;WSM;0.04%;147.69;5.76;(4.06%);2025-04-23
374;Clorox Company;CLX;0.04%;138.72;-3.31;(-2.33%);2025-04-23
375;Biogen Inc.;BIIB;0.04%;118.21;-0.68;(-0.57%);2025-04-23
376;Ptc, Inc;PTC;0.04%;148.63;4.82;(3.35%);2025-04-23
377;Insulet Corporation;PODD;0.04%;247.54;3.52;(1.44%);2025-04-23
378;Domino's Pizza Inc.;DPZ;0.04%;482.91;-3.24;(-0.67%);2025-04-23
379;Netapp, Inc;NTAP;0.04%;85.32;2.87;(3.48%);2025-04-23
380;Dollar Tree Inc.;DLTR;0.04%;83.05;0.89;(1.08%);2025-04-23
381;Packaging Corp of America;PKG;0.04%;186.06;-0.36;(-0.19%);2025-04-23
382;Steel Dynamics Inc;STLD;0.04%;122.22;4.83;(4.11%);2025-04-23
383;Deckers Outdoor Corp;DECK;0.04%;107.53;1.11;(1.04%);2025-04-23
384;Factset Research Systems;FDS;0.04%;427.63;3.67;(0.86%);2025-04-23
385;Genuine Parts Company;GPC;0.04%;116.93;1.98;(1.72%);2025-04-23
386;Seagate Technology Holdings Plcs;STX;0.04%;78.65;3.29;(4.37%);2025-04-23
387;The Cooper Companies, Inc.;COO;0.04%;80.76;0.97;(1.21%);2025-04-23
388;Snap-on Incorporated;SNA;0.04%;305.21;3.88;(1.29%);2025-04-23
389;Alliant Energy Corporation;LNT;0.04%;60.62;-0.41;(-0.68%);2025-04-23
390;Rollins, Inc.;ROL;0.03%;54.82;-0.84;(-1.52%);2025-04-23
391;Evergy, Inc.;EVRG;0.03%;67.58;-0.78;(-1.14%);2025-04-23
392;Citizens Financial Group, Inc.;CFG;0.03%;36.62;0.80;(2.24%);2025-04-23
393;West Pharmaceutical Services, Inc.;WST;0.03%;217.80;2.67;(1.24%);2025-04-23
394;Super Micro Computer, Inc.;SMCI;0.03%;33.78;3.20;(10.47%);2025-04-23
395;Everest Group, Ltd.;EG;0.03%;356.24;-0.96;(-0.27%);2025-04-23
396;Principal Financial Group, Inc.;PFG;0.03%;74.49;1.64;(2.26%);2025-04-23
397;Loews Corporation;L;0.03%;85.88;0.17;(0.19%);2025-04-23
398;Lyondellbasell Industries N.v. Class A;LYB;0.03%;58.30;0.16;(0.28%);2025-04-23
399;Expeditors International of Washington, Inc.;EXPD;0.03%;107.08;-0.03;(-0.03%);2025-04-23
400;On Semiconductor Corp;ON;0.03%;37.11;1.66;(4.68%);2025-04-23
401;F5, Inc.;FFIV;0.03%;263.00;8.23;(3.23%);2025-04-23
402;Southwest Airlines Co.;LUV;0.03%;25.60;0.85;(3.45%);2025-04-23
403;Baxter International Inc.;BAX;0.03%;29.52;0.90;(3.15%);2025-04-23
404;Jabil Inc.;JBL;0.03%;139.89;6.65;(4.99%);2025-04-23
405;Jacobs Solutions Inc.;J;0.03%;119.77;1.38;(1.16%);2025-04-23
406;First Solar, Inc.;FSLR;0.03%;131.17;-4.18;(-3.09%);2025-04-23
407;Ball Corporation;BALL;0.03%;48.64;0.27;(0.56%);2025-04-23
408;Omnicom Group Inc.;OMC;0.03%;73.79;0.52;(0.71%);2025-04-23
409;Pentair Plc;PNR;0.03%;88.02;1.78;(2.06%);2025-04-23
410;Trimble Inc.;TRMB;0.03%;59.90;1.89;(3.26%);2025-04-23
411;Keycorp;KEY;0.03%;14.61;0.44;(3.08%);2025-04-23
412;Avery Dennison Corp.;AVY;0.03%;170.62;-4.22;(-2.41%);2025-04-23
413;Amcor Plcs;AMCR;0.03%;9.55;-0.02;(-0.16%);2025-04-23
414;Kimco Realty Corp.;KIM;0.03%;20.54;0.09;(0.46%);2025-04-23
415;Tapestry, Inc.;TPR;0.03%;67.04;2.12;(3.27%);2025-04-23
416;Builders Firstsource, Inc.;BLDR;0.03%;119.06;2.96;(2.55%);2025-04-23
417;Gen Digital Inc.;GEN;0.03%;24.66;0.42;(1.74%);2025-04-23
418;Healthpeak Properties, Inc.;DOC;0.03%;18.76;-0.05;(-0.29%);2025-04-23
419;Cf Industries Holding, Inc.;CF;0.03%;75.98;0.44;(0.58%);2025-04-23
420;The Estee Lauder Companies Inc. Class A;EL;0.03%;57.40;1.46;(2.61%);2025-04-23
421;Hologic Inc;HOLX;0.03%;58.16;-0.03;(-0.05%);2025-04-23
422;Masco Corporation;MAS;0.03%;60.20;-1.23;(-2.00%);2025-04-23
423;Western Digital Corp.;WDC;0.03%;38.02;1.34;(3.66%);2025-04-23
424;Henry (Jack) & Associates;JKHY;0.03%;172.72;0.03;(0.02%);2025-04-23
425;The J.M. Smucker Company;SJM;0.03%;117.07;-0.66;(-0.56%);2025-04-23
426;Idex Corporation;IEX;0.03%;168.66;2.26;(1.36%);2025-04-23
427;Udr, Inc.;UDR;0.03%;41.80;0.26;(0.63%);2025-04-23
428;Best Buy Company, Inc.;BBY;0.03%;64.17;0.79;(1.24%);2025-04-23
429;Conagra Brands, Inc.;CAG;0.03%;25.16;-0.32;(-1.28%);2025-04-23
430;Align Technology Inc;ALGN;0.03%;178.57;4.70;(2.70%);2025-04-23
431;Camden Property Trust;CPT;0.03%;114.03;0.87;(0.77%);2025-04-23
432;Aptiv Plc;APTV;0.03%;54.19;1.91;(3.65%);2025-04-23
433;Textron, Inc.;TXT;0.03%;66.47;1.02;(1.56%);2025-04-23
434;Regency Centers Corporation;REG;0.03%;71.66;-0.66;(-0.92%);2025-04-23
435;Alexandria Real Estate Equities, Inc.;ARE;0.03%;76.97;0.71;(0.94%);2025-04-23
436;Zebra Technologies Corporation;ZBRA;0.03%;236.72;9.52;(4.19%);2025-04-23
437;Pool Corporation;POOL;0.03%;310.51;3.83;(1.25%);2025-04-23
438;Las Vegas Sands Corp.;LVS;0.03%;34.79;0.85;(2.50%);2025-04-23
439;Teradyne, Inc.;TER;0.03%;74.48;3.19;(4.48%);2025-04-23
440;Juniper Networks Inc;JNPR;0.03%;35.23;0.59;(1.72%);2025-04-23
441;Revvity, Inc.;RVTY;0.03%;94.01;1.68;(1.82%);2025-04-23
442;Akamai Technologies Inc;AKAM;0.02%;76.09;2.42;(3.28%);2025-04-23
443;Allegion Public Limited Company;ALLE;0.02%;127.14;0.32;(0.25%);2025-04-23
444;Lkq Corporation;LKQ;0.02%;42.39;0.13;(0.30%);2025-04-23
445;Pinnacle West Capital Corporation;PNW;0.02%;93.68;-1.33;(-1.40%);2025-04-23
446;Bunge Global Sa;BG;0.02%;79.61;-0.48;(-0.60%);2025-04-23
447;C.H. Robinson Worldwide, Inc.;CHRW;0.02%;90.55;0.27;(0.30%);2025-04-23
448;Fox Corporation Class A;FOXA;0.02%;48.97;0.77;(1.60%);2025-04-23
449;Jb Hunt Transport Services Inc;JBHT;0.02%;131.10;2.58;(2.01%);2025-04-23
450;Globe Life Inc.;GL;0.02%;123.24;1.56;(1.28%);2025-04-23
451;Molson Coors Beverage Company Class B;TAP;0.02%;58.31;-0.69;(-1.17%);2025-04-23
452;Erie Indemnity Co;ERIE;0.02%;409.32;4.01;(0.99%);2025-04-23
453;Carmax Inc.;KMX;0.02%;66.47;1.42;(2.19%);2025-04-23
454;Paycom Software, Inc.;PAYC;0.02%;220.39;8.87;(4.19%);2025-04-23
455;Nordson Corp;NDSN;0.02%;186.55;3.49;(1.90%);2025-04-23
456;News Corporation Class A;NWSA;0.02%;26.56;0.38;(1.43%);2025-04-23
457;Tko Group Holdings, Inc.;TKO;0.02%;150.55;2.42;(1.63%);2025-04-23
458;Assurant, Inc.;AIZ;0.02%;190.84;1.90;(1.01%);2025-04-23
459;Host Hotels & Resorts, Inc.;HST;0.02%;13.90;0.08;(0.57%);2025-04-23
460;Universal Health Services, Inc. Class B;UHS;0.02%;166.94;5.64;(3.50%);2025-04-23
461;Bxp, Inc.;BXP;0.02%;65.78;1.85;(2.89%);2025-04-23
462;Skyworks Solutions Inc;SWKS;0.02%;59.77;1.97;(3.41%);2025-04-23
463;Viatris Inc.;VTRS;0.02%;7.89;0.19;(2.54%);2025-04-23
464;Incyte Genomics Inc;INCY;0.02%;58.19;0.81;(1.41%);2025-04-23
465;Eastman Chemical Company;EMN;0.02%;79.22;-0.07;(-0.09%);2025-04-23
466;Stanley Black & Decker, Inc.;SWK;0.02%;60.21;1.83;(3.13%);2025-04-23
467;Solventum Corporation;SOLV;0.02%;66.09;1.15;(1.77%);2025-04-23
468;Hormel Foods Corporation;HRL;0.02%;30.68;-0.04;(-0.11%);2025-04-23
469;The Interpublic Group of Companies, Inc.;IPG;0.02%;24.10;0.20;(0.84%);2025-04-23
470;The Mosaic Company;MOS;0.02%;27.98;0.12;(0.44%);2025-04-23
471;Moderna, Inc.;MRNA;0.02%;27.01;1.27;(4.95%);2025-04-23
472;Huntington Ingalls Industries, Inc.;HII;0.02%;217.25;0.03;(0.01%);2025-04-23
473;Dayforce, Inc.;DAY;0.02%;55.97;2.39;(4.45%);2025-04-23
474;Ralph Lauren Corporation;RL;0.02%;215.38;5.79;(2.76%);2025-04-23
475;Marketaxess Holdings Inc.;MKTX;0.02%;218.22;-4.19;(-1.88%);2025-04-23
476;Epam Systems, Inc.;EPAM;0.02%;154.61;7.22;(4.90%);2025-04-23
477;Henry Schein Inc;HSIC;0.02%;65.52;0.97;(1.51%);2025-04-23
478;Walgreens Boots Alliance, Inc;WBA;0.02%;11.01;0.02;(0.14%);2025-04-23
479;Bio-Techne Corp.;TECH;0.02%;50.85;1.77;(3.60%);2025-04-23
480;A.O. Smith Corporation;AOS;0.02%;64.16;0.20;(0.31%);2025-04-23
481;Lamb Weston Holdings, Inc.;LW;0.02%;52.55;0.08;(0.15%);2025-04-23
482;Match Group, Inc;MTCH;0.02%;29.62;-0.09;(-0.29%);2025-04-23
483;The Campbell's Company;CPB;0.02%;37.39;-0.49;(-1.28%);2025-04-23
484;Norwegian Cruise Line Holdings Ltd.s;NCLH;0.02%;17.22;0.61;(3.66%);2025-04-23
485;Aes Corporation;AES;0.02%;10.14;0.15;(1.55%);2025-04-23
486;Federal Realty Investment Trust;FRT;0.02%;94.36;0.79;(0.84%);2025-04-23
487;Enphase Energy, Inc.;ENPH;0.02%;45.54;-7.89;(-14.77%);2025-04-23
488;Wynn Resorts Ltd;WYNN;0.02%;79.47;2.50;(3.25%);2025-04-23
489;Mgm Resorts International;MGM;0.02%;30.96;0.68;(2.23%);2025-04-23
490;Hasbro, Inc.;HAS;0.02%;53.01;0.91;(1.74%);2025-04-23
491;Generac Holdings Inc;GNRC;0.01%;111.94;1.27;(1.15%);2025-04-23
492;Paramount Global Class B;PARA;0.01%;11.20;0.21;(1.96%);2025-04-23
493;Albemarle Corporation;ALB;0.01%;56.19;1.42;(2.59%);2025-04-23
494;Brown-Forman Corporation Class B;BF.B;0.01%;34.52;-0.19;(-0.55%);2025-04-23
495;Invesco Ltd;IVZ;0.01%;13.54;0.04;(0.33%);2025-04-23
496;Davita Inc.;DVA;0.01%;139.52;4.55;(3.37%);2025-04-23
497;Fox Corporation Class B;FOX;0.01%;45.22;0.44;(0.99%);2025-04-23
498;Apa Corporation;APA;0.01%;15.65;-0.21;(-1.36%);2025-04-23
499;Caesars Entertainment, Inc.;CZR;0.01%;27.00;0.25;(0.95%);2025-04-23
500;Franklin Resources, Inc.;BEN;0.01%;18.40;0.34;(1.91%);2025-04-23
501;Mohawk Industries, Inc.;MHK;0.01%;106.32;2.16;(2.07%);2025-04-23
502;Charles River Laboratories International, Inc.;CRL;0.01%;108.73;1.84;(1.72%);2025-04-23
503;News Corporation Class B;NWS;0.01%;30.72;0.43;(1.40%);2025-04-23
