#;Company;Symbol;Weight;Price;Chg;% Chg;Date
318;Veralto Corporation;VLTO;0.05%;89.54;0.21;(0.24%);2025-04-20
319;Archer Daniels Midland Company;ADM;0.05%;47.82;1.69;(3.66%);2025-04-20
320;United Airlines Holdings, Inc.;UAL;0.05%;66.30;-0.69;(-1.03%);2025-04-20
321;Expand Energy Corporation;EXE;0.05%;106.47;1.72;(1.64%);2025-04-20
322;Hp Inc.;HPQ;0.05%;23.83;0.36;(1.53%);2025-04-20
323;Edison International;EIX;0.05%;57.39;1.06;(1.88%);2025-04-20
324;Steris Plc;STE;0.05%;222.23;2.21;(1.00%);2025-04-20
325;Cms Energy Corporation;CMS;0.05%;72.91;0.74;(1.03%);2025-04-20
326;Teledyne Technologies Incorporated;TDY;0.05%;462.19;1.30;(0.28%);2025-04-20
327;Corpay, Inc.;CPAY;0.05%;308.73;1.96;(0.64%);2025-04-20
328;Eversource Energy;ES;0.05%;57.44;-0.62;(-1.07%);2025-04-20
329;Mettler-Toledo International;MTD;0.05%;1,004.96;-11.69;(-1.15%);2025-04-20
330;Nvr, Inc.;NVR;0.05%;7,190.07;145.06;(2.06%);2025-04-20
331;Firstenergy Corp.;FE;0.05%;42.02;1.22;(2.99%);2025-04-20
332;Global Payments, Inc.;GPN;0.05%;69.46;-14.66;(-17.43%);2025-04-20
333;W.R. Berkley Corporation;WRB;0.05%;68.80;0.35;(0.51%);2025-04-20
334;Cincinnati Financial Corp;CINF;0.05%;132.24;0.13;(0.10%);2025-04-20
335;Microchip Technology Inc;MCHP;0.05%;38.56;0.61;(1.61%);2025-04-20
336;Smurfit Westrock Plc;SW;0.05%;41.35;0.58;(1.42%);2025-04-20
337;Verisign Inc;VRSN;0.04%;246.67;0.74;(0.30%);2025-04-20
338;Nrg Energy, Inc.;NRG;0.04%;97.86;-0.23;(-0.23%);2025-04-20
339;Cdw Corporation;CDW;0.04%;151.47;2.70;(1.81%);2025-04-20
340;Live Nation Entertainment Inc.;LYV;0.04%;127.22;1.76;(1.40%);2025-04-20
341;Dollar General Corp.;DG;0.04%;93.07;3.71;(4.15%);2025-04-20
342;Hewlett Packard Enterprise Company;HPE;0.04%;15.14;0.26;(1.75%);2025-04-20
343;Zimmer Biomet Holdings, Inc.;ZBH;0.04%;97.92;0.98;(1.01%);2025-04-20
344;Huntington Bancshares Inc;HBAN;0.04%;13.67;0.40;(3.01%);2025-04-20
345;Devon Energy Corporation;DVN;0.04%;30.31;1.01;(3.45%);2025-04-20
346;Dow Inc.;DOW;0.04%;28.15;0.68;(2.48%);2025-04-20
347;Waters Corp;WAT;0.04%;321.01;-0.09;(-0.03%);2025-04-20
348;T Rowe Price Group Inc;TROW;0.04%;86.11;0.74;(0.87%);2025-04-20
349;Coterra Energy Inc.;CTRA;0.04%;25.85;0.22;(0.86%);2025-04-20
350;Invitation Homes Inc.;INVH;0.04%;33.62;0.58;(1.76%);2025-04-20
351;Pultegroup, Inc.;PHM;0.04%;94.95;2.09;(2.25%);2025-04-20
352;Expedia Group, Inc.;EXPE;0.04%;151.15;-1.42;(-0.93%);2025-04-20
353;Weyerhaeuser Company;WY;0.04%;25.81;0.22;(0.86%);2025-04-20
354;Halliburton Company;HAL;0.04%;22.53;1.10;(5.13%);2025-04-20
355;Carnival Corporation;CCL;0.04%;17.99;0.12;(0.67%);2025-04-20
356;Mccormick & Company, Incorporated Non-Vtg Cs;MKC;0.04%;75.32;1.78;(2.42%);2025-04-20
357;Labcorp Holdings Inc.;LH;0.04%;217.12;-3.45;(-1.56%);2025-04-20
358;Molina Healthcare, Inc.;MOH;0.04%;322.19;-10.19;(-3.07%);2025-04-20
359;Leidos Holdings, Inc.;LDOS;0.04%;139.42;-0.48;(-0.34%);2025-04-20
360;Quest Diagnostics Inc.;DGX;0.04%;163.80;-0.67;(-0.41%);2025-04-20
361;Synchrony Financial;SYF;0.04%;47.87;1.11;(2.37%);2025-04-20
362;Hubbell Incorporated;HUBB;0.04%;338.97;0.19;(0.06%);2025-04-20
363;Nisource Inc.;NI;0.04%;39.29;0.34;(0.87%);2025-04-20
364;International Flavors & Fragrances Inc.;IFF;0.04%;72.50;1.44;(2.03%);2025-04-20
365;Mid-America Apartment Communities, Inc.;MAA;0.04%;157.08;3.26;(2.12%);2025-04-20
366;Warner Bros. Discovery, Inc. Series a;WBD;0.04%;8.11;0.19;(2.40%);2025-04-20
367;Lennox International Inc.;LII;0.04%;556.15;8.29;(1.51%);2025-04-20
368;Insulet Corporation;PODD;0.04%;246.80;-3.93;(-1.57%);2025-04-20
369;Essex Property Trust, Inc;ESS;0.04%;275.29;3.39;(1.25%);2025-04-20
370;Snap-on Incorporated;SNA;0.04%;305.44;-26.56;(-8.00%);2025-04-20
371;Regions Financial Corp.;RF;0.04%;19.31;0.14;(0.73%);2025-04-20
372;Ptc, Inc;PTC;0.04%;143.56;-0.42;(-0.29%);2025-04-20
373;Tyson Foods, Inc.;TSN;0.04%;61.21;0.55;(0.91%);2025-04-20
374;Northern Trust Corp;NTRS;0.04%;88.30;0.86;(0.99%);2025-04-20
375;Clorox Company;CLX;0.04%;139.78;2.98;(2.18%);2025-04-20
376;Williams-Sonoma, Inc.;WSM;0.04%;139.21;1.59;(1.16%);2025-04-20
377;Biogen Inc.;BIIB;0.04%;118.61;3.32;(2.88%);2025-04-20
378;Packaging Corp of America;PKG;0.04%;187.19;0.45;(0.24%);2025-04-20
379;Steel Dynamics Inc;STLD;0.04%;118.29;1.08;(0.92%);2025-04-20
380;Netapp, Inc;NTAP;0.04%;82.61;1.26;(1.55%);2025-04-20
381;Factset Research Systems;FDS;0.04%;427.05;-0.18;(-0.04%);2025-04-20
382;Ulta Beauty, Inc.;ULTA;0.04%;357.75;8.16;(2.33%);2025-04-20
383;Super Micro Computer, Inc.;SMCI;0.04%;31.51;-0.39;(-1.21%);2025-04-20
384;Domino's Pizza Inc.;DPZ;0.04%;466.74;4.49;(0.97%);2025-04-20
385;Deckers Outdoor Corp;DECK;0.03%;105.67;2.65;(2.57%);2025-04-20
386;Genuine Parts Company;GPC;0.03%;114.10;1.93;(1.72%);2025-04-20
387;The Cooper Companies, Inc.;COO;0.03%;79.51;1.28;(1.64%);2025-04-20
388;Alliant Energy Corporation;LNT;0.03%;60.80;0.38;(0.63%);2025-04-20
389;Citizens Financial Group, Inc.;CFG;0.03%;35.45;-0.01;(-0.03%);2025-04-20
390;Rollins, Inc.;ROL;0.03%;55.78;0.77;(1.40%);2025-04-20
391;Evergy, Inc.;EVRG;0.03%;68.37;0.94;(1.39%);2025-04-20
392;Seagate Technology Holdings Plcs;STX;0.03%;75.78;2.96;(4.06%);2025-04-20
393;West Pharmaceutical Services, Inc.;WST;0.03%;201.90;-7.23;(-3.46%);2025-04-20
394;Principal Financial Group, Inc.;PFG;0.03%;72.14;0.50;(0.70%);2025-04-20
395;Loews Corporation;L;0.03%;85.32;0.12;(0.14%);2025-04-20
396;Everest Group, Ltd.;EG;0.03%;349.93;2.33;(0.67%);2025-04-20
397;F5, Inc.;FFIV;0.03%;258.61;-0.37;(-0.14%);2025-04-20
398;Dollar Tree Inc.;DLTR;0.03%;79.14;5.93;(8.10%);2025-04-20
399;Expeditors International of Washington, Inc.;EXPD;0.03%;106.70;1.22;(1.16%);2025-04-20
400;Southwest Airlines Co.;LUV;0.03%;24.74;-0.12;(-0.48%);2025-04-20
401;Jabil Inc.;JBL;0.03%;135.04;1.17;(0.87%);2025-04-20
402;Lyondellbasell Industries N.v. Class A;LYB;0.03%;56.77;0.83;(1.48%);2025-04-20
403;On Semiconductor Corp;ON;0.03%;34.64;0.39;(1.14%);2025-04-20
404;Jacobs Solutions Inc.;J;0.03%;117.22;0.64;(0.55%);2025-04-20
405;Baxter International Inc.;BAX;0.03%;28.89;1.07;(3.85%);2025-04-20
406;Trimble Inc.;TRMB;0.03%;58.23;-0.05;(-0.09%);2025-04-20
407;Ball Corporation;BALL;0.03%;47.38;0.31;(0.66%);2025-04-20
408;Keycorp;KEY;0.03%;14.27;0.20;(1.42%);2025-04-20
409;Omnicom Group Inc.;OMC;0.03%;73.24;2.00;(2.81%);2025-04-20
410;Kimco Realty Corp.;KIM;0.03%;20.59;0.43;(2.13%);2025-04-20
411;Avery Dennison Corp.;AVY;0.03%;170.85;2.70;(1.61%);2025-04-20
412;Amcor Plcs;AMCR;0.03%;9.39;0.14;(1.51%);2025-04-20
413;First Solar, Inc.;FSLR;0.03%;127.98;3.60;(2.89%);2025-04-20
414;Pentair Plc;PNR;0.03%;80.36;-0.36;(-0.45%);2025-04-20
415;Gen Digital Inc.;GEN;0.03%;24.45;0.15;(0.62%);2025-04-20
416;Builders Firstsource, Inc.;BLDR;0.03%;116.94;3.88;(3.43%);2025-04-20
417;Tapestry, Inc.;TPR;0.03%;63.64;0.77;(1.22%);2025-04-20
418;Healthpeak Properties, Inc.;DOC;0.03%;18.75;0.17;(0.91%);2025-04-20
419;Masco Corporation;MAS;0.03%;61.58;0.70;(1.15%);2025-04-20
420;Cf Industries Holding, Inc.;CF;0.03%;74.90;0.80;(1.08%);2025-04-20
421;Hologic Inc;HOLX;0.03%;57.56;1.06;(1.88%);2025-04-20
422;Henry (Jack) & Associates;JKHY;0.03%;171.83;-0.05;(-0.03%);2025-04-20
423;Idex Corporation;IEX;0.03%;163.95;-0.13;(-0.08%);2025-04-20
424;Western Digital Corp.;WDC;0.03%;36.51;0.89;(2.50%);2025-04-20
425;The Estee Lauder Companies Inc. Class A;EL;0.03%;54.47;1.81;(3.44%);2025-04-20
426;Udr, Inc.;UDR;0.03%;41.29;0.42;(1.03%);2025-04-20
427;The J.M. Smucker Company;SJM;0.03%;116.44;1.60;(1.39%);2025-04-20
428;Conagra Brands, Inc.;CAG;0.03%;25.33;0.43;(1.73%);2025-04-20
429;Alexandria Real Estate Equities, Inc.;ARE;0.03%;77.84;0.72;(0.93%);2025-04-20
430;Textron, Inc.;TXT;0.03%;66.04;1.06;(1.63%);2025-04-20
431;Camden Property Trust;CPT;0.03%;112.28;2.08;(1.89%);2025-04-20
432;Align Technology Inc;ALGN;0.03%;171.41;4.23;(2.53%);2025-04-20
433;Best Buy Company, Inc.;BBY;0.03%;61.97;2.34;(3.92%);2025-04-20
434;Aptiv Plc;APTV;0.03%;51.71;1.00;(1.97%);2025-04-20
435;Teradyne, Inc.;TER;0.03%;71.25;0.09;(0.13%);2025-04-20
436;Zebra Technologies Corporation;ZBRA;0.03%;226.73;1.97;(0.88%);2025-04-20
437;Regency Centers Corporation;REG;0.03%;71.66;1.45;(2.07%);2025-04-20
438;Pool Corporation;POOL;0.03%;306.25;4.90;(1.63%);2025-04-20
439;Revvity, Inc.;RVTY;0.03%;91.82;-1.93;(-2.06%);2025-04-20
440;Juniper Networks Inc;JNPR;0.03%;34.33;-0.16;(-0.46%);2025-04-20
441;Akamai Technologies Inc;AKAM;0.02%;73.46;-0.35;(-0.47%);2025-04-20
442;Las Vegas Sands Corp.;LVS;0.02%;32.77;0.91;(2.86%);2025-04-20
443;Allegion Public Limited Company;ALLE;0.02%;126.35;1.22;(0.97%);2025-04-20
444;Lkq Corporation;LKQ;0.02%;42.03;0.65;(1.57%);2025-04-20
445;Pinnacle West Capital Corporation;PNW;0.02%;94.45;1.04;(1.11%);2025-04-20
446;C.H. Robinson Worldwide, Inc.;CHRW;0.02%;91.14;1.28;(1.42%);2025-04-20
447;Fox Corporation Class A;FOXA;0.02%;47.97;-0.29;(-0.60%);2025-04-20
448;Erie Indemnity Co;ERIE;0.02%;410.95;-0.93;(-0.23%);2025-04-20
449;Universal Health Services, Inc. Class B;UHS;0.02%;174.80;1.14;(0.66%);2025-04-20
450;Bunge Global Sa;BG;0.02%;78.96;2.58;(3.38%);2025-04-20
451;Globe Life Inc.;GL;0.02%;121.25;0.03;(0.02%);2025-04-20
452;Paycom Software, Inc.;PAYC;0.02%;216.91;1.38;(0.64%);2025-04-20
453;Molson Coors Beverage Company Class B;TAP;0.02%;58.75;0.04;(0.07%);2025-04-20
454;Jb Hunt Transport Services Inc;JBHT;0.02%;129.23;4.50;(3.61%);2025-04-20
455;Carmax Inc.;KMX;0.02%;64.59;0.48;(0.75%);2025-04-20
456;Tko Group Holdings, Inc.;TKO;0.02%;149.22;1.26;(0.85%);2025-04-20
457;Nordson Corp;NDSN;0.02%;180.81;0.12;(0.07%);2025-04-20
458;Assurant, Inc.;AIZ;0.02%;188.97;-1.35;(-0.71%);2025-04-20
459;News Corporation Class A;NWSA;0.02%;25.86;0.19;(0.74%);2025-04-20
460;Host Hotels & Resorts, Inc.;HST;0.02%;13.66;0.25;(1.86%);2025-04-20
461;Incyte Genomics Inc;INCY;0.02%;58.21;0.48;(0.83%);2025-04-20
462;Bxp, Inc.;BXP;0.02%;63.88;0.81;(1.28%);2025-04-20
463;Solventum Corporation;SOLV;0.02%;66.26;0.59;(0.90%);2025-04-20
464;Skyworks Solutions Inc;SWKS;0.02%;55.98;0.12;(0.21%);2025-04-20
465;Eastman Chemical Company;EMN;0.02%;76.76;-0.03;(-0.04%);2025-04-20
466;Viatris Inc.;VTRS;0.02%;7.56;0.17;(2.30%);2025-04-20
467;Hormel Foods Corporation;HRL;0.02%;30.58;0.40;(1.33%);2025-04-20
468;Stanley Black & Decker, Inc.;SWK;0.02%;57.21;0.40;(0.70%);2025-04-20
469;Dayforce, Inc.;DAY;0.02%;54.15;-0.85;(-1.55%);2025-04-20
470;The Interpublic Group of Companies, Inc.;IPG;0.02%;23.94;0.67;(2.88%);2025-04-20
471;Moderna, Inc.;MRNA;0.02%;24.72;-0.48;(-1.89%);2025-04-20
472;The Mosaic Company;MOS;0.02%;27.27;0.30;(1.11%);2025-04-20
473;Huntington Ingalls Industries, Inc.;HII;0.02%;219.48;3.88;(1.80%);2025-04-20
474;Marketaxess Holdings Inc.;MKTX;0.02%;225.16;2.43;(1.09%);2025-04-20
475;Epam Systems, Inc.;EPAM;0.02%;147.16;-0.12;(-0.08%);2025-04-20
476;Ralph Lauren Corporation;RL;0.02%;206.50;4.45;(2.20%);2025-04-20
477;Bio-Techne Corp.;TECH;0.02%;48.10;-1.88;(-3.75%);2025-04-20
478;Henry Schein Inc;HSIC;0.02%;64.73;1.44;(2.28%);2025-04-20
479;Walgreens Boots Alliance, Inc;WBA;0.02%;10.89;0.09;(0.83%);2025-04-20
480;Lamb Weston Holdings, Inc.;LW;0.02%;53.56;0.16;(0.30%);2025-04-20
481;A.O. Smith Corporation;AOS;0.02%;63.14;0.28;(0.45%);2025-04-20
482;The Campbell's Company;CPB;0.02%;37.53;0.68;(1.85%);2025-04-20
483;Match Group, Inc;MTCH;0.02%;29.02;0.37;(1.29%);2025-04-20
484;Aes Corporation;AES;0.02%;10.18;0.22;(2.21%);2025-04-20
485;Norwegian Cruise Line Holdings Ltd.s;NCLH;0.02%;16.38;0.29;(1.80%);2025-04-20
486;Federal Realty Investment Trust;FRT;0.02%;93.72;1.65;(1.79%);2025-04-20
487;Enphase Energy, Inc.;ENPH;0.02%;52.54;0.79;(1.53%);2025-04-20
488;Hasbro, Inc.;HAS;0.02%;52.65;0.77;(1.48%);2025-04-20
489;Wynn Resorts Ltd;WYNN;0.01%;74.77;1.04;(1.41%);2025-04-20
490;Generac Holdings Inc;GNRC;0.01%;111.72;1.07;(0.97%);2025-04-20
491;Mgm Resorts International;MGM;0.01%;28.90;0.44;(1.55%);2025-04-20
492;Paramount Global Class B;PARA;0.01%;10.94;0.23;(2.15%);2025-04-20
493;Davita Inc.;DVA;0.01%;140.03;-1.47;(-1.04%);2025-04-20
494;Albemarle Corporation;ALB;0.01%;52.91;0.34;(0.65%);2025-04-20
495;Brown-Forman Corporation Class B;BF.B;0.01%;33.79;0.77;(2.33%);2025-04-20
496;Fox Corporation Class B;FOX;0.01%;44.57;-0.13;(-0.29%);2025-04-20
497;Invesco Ltd;IVZ;0.01%;12.80;0.16;(1.27%);2025-04-20
498;Apa Corporation;APA;0.01%;16.11;0.74;(4.81%);2025-04-20
499;Franklin Resources, Inc.;BEN;0.01%;17.61;0.06;(0.34%);2025-04-20
500;Charles River Laboratories International, Inc.;CRL;0.01%;106.05;1.80;(1.73%);2025-04-20
501;Mohawk Industries, Inc.;MHK;0.01%;102.69;1.77;(1.75%);2025-04-20
502;Caesars Entertainment, Inc.;CZR;0.01%;25.51;0.76;(3.07%);2025-04-20
503;News Corporation Class B;NWS;0.01%;30.00;0.25;(0.84%);2025-04-20
