#;Company;Symbol;Weight;Price;Chg;% Chg;Date
318;Microchip Technology Inc;MCHP;0.05%;47.02;5.09;(12.15%);2025-04-24
319;Edison International;EIX;0.05%;58.45;0.29;(0.49%);2025-04-24
320;Veralto Corporation;VLTO;0.05%;91.68;1.13;(1.24%);2025-04-24
321;United Airlines Holdings, Inc.;UAL;0.05%;68.91;0.88;(1.29%);2025-04-24
322;Kellanova;K;0.05%;82.73;-0.13;(-0.15%);2025-04-24
323;Cboe Global Markets, Inc.;CBOE;0.05%;211.97;0.55;(0.26%);2025-04-24
324;Expand Energy Corporation;EXE;0.05%;104.66;-0.36;(-0.35%);2025-04-24
325;Steris Plc;STE;0.05%;226.23;2.35;(1.05%);2025-04-24
326;Cms Energy Corporation;CMS;0.05%;74.91;1.41;(1.91%);2025-04-24
327;Corpay, Inc.;CPAY;0.05%;323.27;8.70;(2.77%);2025-04-24
328;Mettler-Toledo International;MTD;0.05%;1,055.22;8.99;(0.86%);2025-04-24
329;Firstenergy Corp.;FE;0.05%;42.47;-0.10;(-0.23%);2025-04-24
330;W.R. Berkley Corporation;WRB;0.05%;71.42;0.18;(0.25%);2025-04-24
331;Eversource Energy;ES;0.05%;58.65;0.69;(1.18%);2025-04-24
332;Nvr, Inc.;NVR;0.05%;7,145.87;62.78;(0.89%);2025-04-24
333;Dollar General Corp.;DG;0.05%;93.22;-2.22;(-2.32%);2025-04-24
334;Cincinnati Financial Corp;CINF;0.05%;134.78;0.73;(0.55%);2025-04-24
335;Teledyne Technologies Incorporated;TDY;0.05%;456.45;7.93;(1.77%);2025-04-24
336;Smurfit Westrock Plc;SW;0.05%;42.56;0.64;(1.52%);2025-04-24
337;Nrg Energy, Inc.;NRG;0.05%;106.09;4.05;(3.97%);2025-04-24
338;Cdw Corporation;CDW;0.05%;158.76;3.89;(2.52%);2025-04-24
339;Live Nation Entertainment Inc.;LYV;0.05%;132.93;1.65;(1.25%);2025-04-24
340;Huntington Bancshares Inc;HBAN;0.05%;14.54;0.36;(2.51%);2025-04-24
341;Pultegroup, Inc.;PHM;0.04%;102.74;1.68;(1.66%);2025-04-24
342;Verisign Inc;VRSN;0.04%;254.59;3.23;(1.28%);2025-04-24
343;Devon Energy Corporation;DVN;0.04%;31.47;0.39;(1.25%);2025-04-24
344;Dow Inc.;DOW;0.04%;30.12;1.12;(3.85%);2025-04-24
345;Hewlett Packard Enterprise Company;HPE;0.04%;16.15;0.79;(5.18%);2025-04-24
346;Waters Corp;WAT;0.04%;339.00;4.14;(1.24%);2025-04-24
347;Zimmer Biomet Holdings, Inc.;ZBH;0.04%;101.10;1.65;(1.66%);2025-04-24
348;Synchrony Financial;SYF;0.04%;51.89;1.98;(3.97%);2025-04-24
349;International Flavors & Fragrances Inc.;IFF;0.04%;76.71;0.85;(1.12%);2025-04-24
350;Invitation Homes Inc.;INVH;0.04%;33.96;0.00;(0.01%);2025-04-24
351;Mccormick & Company, Incorporated Non-Vtg Cs;MKC;0.04%;75.37;-1.23;(-1.60%);2025-04-24
352;Quest Diagnostics Inc.;DGX;0.04%;175.34;1.77;(1.02%);2025-04-24
353;T Rowe Price Group Inc;TROW;0.04%;89.84;3.17;(3.66%);2025-04-24
354;Carnival Corporation;CCL;0.04%;18.73;0.25;(1.33%);2025-04-24
355;Expedia Group, Inc.;EXPE;0.04%;159.07;2.80;(1.79%);2025-04-24
356;Labcorp Holdings Inc.;LH;0.04%;225.74;1.60;(0.71%);2025-04-24
357;Coterra Energy Inc.;CTRA;0.04%;25.36;-0.00;(-0.01%);2025-04-24
358;Leidos Holdings, Inc.;LDOS;0.04%;145.54;3.54;(2.49%);2025-04-24
359;Warner Bros. Discovery, Inc. Series a;WBD;0.04%;8.48;0.14;(1.74%);2025-04-24
360;Mid-America Apartment Communities, Inc.;MAA;0.04%;159.98;0.46;(0.29%);2025-04-24
361;Hubbell Incorporated;HUBB;0.04%;359.82;13.87;(4.01%);2025-04-24
362;Molina Healthcare, Inc.;MOH;0.04%;314.81;-17.19;(-5.18%);2025-04-24
363;Weyerhaeuser Company;WY;0.04%;25.62;0.31;(1.23%);2025-04-24
364;Nisource Inc.;NI;0.04%;39.62;0.30;(0.76%);2025-04-24
365;Regions Financial Corp.;RF;0.04%;20.56;0.54;(2.69%);2025-04-24
366;Williams-Sonoma, Inc.;WSM;0.04%;151.08;5.19;(3.56%);2025-04-24
367;Halliburton Company;HAL;0.04%;21.16;0.55;(2.67%);2025-04-24
368;Essex Property Trust, Inc;ESS;0.04%;277.64;0.55;(0.20%);2025-04-24
369;Global Payments, Inc.;GPN;0.04%;71.73;-0.03;(-0.04%);2025-04-24
370;Ptc, Inc;PTC;0.04%;151.92;4.22;(2.86%);2025-04-24
371;Northern Trust Corp;NTRS;0.04%;92.26;1.66;(1.83%);2025-04-24
372;Tyson Foods, Inc.;TSN;0.04%;61.52;-0.51;(-0.82%);2025-04-24
373;Ulta Beauty, Inc.;ULTA;0.04%;385.50;7.75;(2.05%);2025-04-24
374;Steel Dynamics Inc;STLD;0.04%;127.51;5.02;(4.09%);2025-04-24
375;Netapp, Inc;NTAP;0.04%;88.22;3.34;(3.93%);2025-04-24
376;Insulet Corporation;PODD;0.04%;259.23;12.74;(5.17%);2025-04-24
377;Biogen Inc.;BIIB;0.04%;119.36;1.19;(1.00%);2025-04-24
378;Clorox Company;CLX;0.04%;137.45;-1.67;(-1.20%);2025-04-24
379;Dollar Tree Inc.;DLTR;0.04%;80.90;-2.53;(-3.03%);2025-04-24
380;Domino's Pizza Inc.;DPZ;0.04%;486.39;0.50;(0.10%);2025-04-24
381;Super Micro Computer, Inc.;SMCI;0.04%;35.59;2.69;(8.18%);2025-04-24
382;Seagate Technology Holdings Plcs;STX;0.04%;82.69;4.59;(5.88%);2025-04-24
383;Packaging Corp of America;PKG;0.04%;189.45;4.75;(2.57%);2025-04-24
384;Lennox International Inc.;LII;0.04%;523.55;14.79;(2.91%);2025-04-24
385;Deckers Outdoor Corp;DECK;0.04%;111.51;4.85;(4.55%);2025-04-24
386;Factset Research Systems;FDS;0.04%;429.38;3.86;(0.91%);2025-04-24
387;Genuine Parts Company;GPC;0.04%;116.73;0.59;(0.51%);2025-04-24
388;The Cooper Companies, Inc.;COO;0.04%;82.01;1.17;(1.45%);2025-04-24
389;Snap-on Incorporated;SNA;0.04%;310.60;6.05;(1.99%);2025-04-24
390;Citizens Financial Group, Inc.;CFG;0.03%;37.36;0.87;(2.39%);2025-04-24
391;West Pharmaceutical Services, Inc.;WST;0.03%;213.49;-4.69;(-2.15%);2025-04-24
392;Alliant Energy Corporation;LNT;0.03%;61.54;0.31;(0.51%);2025-04-24
393;Evergy, Inc.;EVRG;0.03%;68.24;0.13;(0.19%);2025-04-24
394;Principal Financial Group, Inc.;PFG;0.03%;75.16;1.12;(1.52%);2025-04-24
395;Rollins, Inc.;ROL;0.03%;55.94;1.01;(1.83%);2025-04-24
396;On Semiconductor Corp;ON;0.03%;39.90;3.28;(8.95%);2025-04-24
397;Everest Group, Ltd.;EG;0.03%;354.46;-1.74;(-0.49%);2025-04-24
398;Loews Corporation;L;0.03%;86.19;0.05;(0.06%);2025-04-24
399;Jabil Inc.;JBL;0.03%;144.77;6.28;(4.54%);2025-04-24
400;Baxter International Inc.;BAX;0.03%;30.17;0.57;(1.93%);2025-04-24
401;F5, Inc.;FFIV;0.03%;268.48;6.02;(2.29%);2025-04-24
402;Southwest Airlines Co.;LUV;0.03%;26.10;0.58;(2.27%);2025-04-24
403;Lyondellbasell Industries N.v. Class A;LYB;0.03%;59.56;1.78;(3.07%);2025-04-24
404;Expeditors International of Washington, Inc.;EXPD;0.03%;109.88;2.78;(2.60%);2025-04-24
405;Jacobs Solutions Inc.;J;0.03%;122.00;2.80;(2.35%);2025-04-24
406;Pentair Plc;PNR;0.03%;90.09;2.34;(2.66%);2025-04-24
407;Trimble Inc.;TRMB;0.03%;61.50;1.99;(3.35%);2025-04-24
408;Ball Corporation;BALL;0.03%;50.24;1.74;(3.58%);2025-04-24
409;Keycorp;KEY;0.03%;14.84;0.32;(2.22%);2025-04-24
410;Omnicom Group Inc.;OMC;0.03%;75.68;2.43;(3.31%);2025-04-24
411;First Solar, Inc.;FSLR;0.03%;137.12;6.02;(4.59%);2025-04-24
412;Amcor Plcs;AMCR;0.03%;9.67;0.14;(1.52%);2025-04-24
413;Tapestry, Inc.;TPR;0.03%;68.72;2.14;(3.21%);2025-04-24
414;Kimco Realty Corp.;KIM;0.03%;20.48;-0.03;(-0.14%);2025-04-24
415;Avery Dennison Corp.;AVY;0.03%;173.90;3.65;(2.14%);2025-04-24
416;Builders Firstsource, Inc.;BLDR;0.03%;120.22;2.96;(2.53%);2025-04-24
417;The Estee Lauder Companies Inc. Class A;EL;0.03%;58.66;1.40;(2.45%);2025-04-24
418;Gen Digital Inc.;GEN;0.03%;25.10;0.52;(2.10%);2025-04-24
419;Cf Industries Holding, Inc.;CF;0.03%;76.93;1.04;(1.37%);2025-04-24
420;Healthpeak Properties, Inc.;DOC;0.03%;18.91;0.09;(0.45%);2025-04-24
421;Hologic Inc;HOLX;0.03%;58.11;-0.04;(-0.07%);2025-04-24
422;Western Digital Corp.;WDC;0.03%;40.24;2.54;(6.75%);2025-04-24
423;Henry (Jack) & Associates;JKHY;0.03%;172.56;-0.65;(-0.38%);2025-04-24
424;Idex Corporation;IEX;0.03%;171.00;3.85;(2.30%);2025-04-24
425;Udr, Inc.;UDR;0.03%;41.63;-0.17;(-0.40%);2025-04-24
426;Masco Corporation;MAS;0.03%;60.17;0.85;(1.43%);2025-04-24
427;The J.M. Smucker Company;SJM;0.03%;114.84;-2.76;(-2.35%);2025-04-24
428;Best Buy Company, Inc.;BBY;0.03%;65.62;2.15;(3.39%);2025-04-24
429;Align Technology Inc;ALGN;0.03%;182.97;5.74;(3.24%);2025-04-24
430;Aptiv Plc;APTV;0.03%;55.02;1.71;(3.22%);2025-04-24
431;Camden Property Trust;CPT;0.03%;114.56;0.53;(0.46%);2025-04-24
432;Textron, Inc.;TXT;0.03%;68.33;2.10;(3.17%);2025-04-24
433;Zebra Technologies Corporation;ZBRA;0.03%;245.34;10.86;(4.63%);2025-04-24
434;Conagra Brands, Inc.;CAG;0.03%;24.91;-0.31;(-1.22%);2025-04-24
435;Teradyne, Inc.;TER;0.03%;77.48;4.30;(5.87%);2025-04-24
436;Alexandria Real Estate Equities, Inc.;ARE;0.03%;77.44;0.47;(0.61%);2025-04-24
437;Las Vegas Sands Corp.;LVS;0.03%;36.69;2.30;(6.70%);2025-04-24
438;Regency Centers Corporation;REG;0.03%;71.66;-0.30;(-0.42%);2025-04-24
439;Pool Corporation;POOL;0.03%;291.84;-17.47;(-5.65%);2025-04-24
440;Juniper Networks Inc;JNPR;0.03%;35.47;0.13;(0.37%);2025-04-24
441;Revvity, Inc.;RVTY;0.03%;94.12;0.44;(0.47%);2025-04-24
442;Akamai Technologies Inc;AKAM;0.03%;78.67;2.80;(3.69%);2025-04-24
443;Allegion Public Limited Company;ALLE;0.02%;139.90;13.44;(10.63%);2025-04-24
444;Lkq Corporation;LKQ;0.02%;37.55;-4.59;(-10.88%);2025-04-24
445;Pinnacle West Capital Corporation;PNW;0.02%;95.31;0.95;(1.01%);2025-04-24
446;C.H. Robinson Worldwide, Inc.;CHRW;0.02%;91.77;1.16;(1.28%);2025-04-24
447;Bunge Global Sa;BG;0.02%;80.41;0.59;(0.74%);2025-04-24
448;Fox Corporation Class A;FOXA;0.02%;49.04;0.38;(0.78%);2025-04-24
449;Jb Hunt Transport Services Inc;JBHT;0.02%;132.73;2.37;(1.82%);2025-04-24
450;Paycom Software, Inc.;PAYC;0.02%;224.14;4.91;(2.24%);2025-04-24
451;Globe Life Inc.;GL;0.02%;124.19;1.40;(1.14%);2025-04-24
452;Erie Indemnity Co;ERIE;0.02%;407.48;-4.18;(-1.02%);2025-04-24
453;Carmax Inc.;KMX;0.02%;65.98;0.18;(0.27%);2025-04-24
454;Molson Coors Beverage Company Class B;TAP;0.02%;58.26;-0.44;(-0.76%);2025-04-24
455;News Corporation Class A;NWSA;0.02%;26.80;0.27;(1.00%);2025-04-24
456;Tko Group Holdings, Inc.;TKO;0.02%;154.41;3.41;(2.26%);2025-04-24
457;Nordson Corp;NDSN;0.02%;188.42;3.69;(2.00%);2025-04-24
458;Assurant, Inc.;AIZ;0.02%;192.87;1.80;(0.94%);2025-04-24
459;Universal Health Services, Inc. Class B;UHS;0.02%;172.09;5.30;(3.18%);2025-04-24
460;Host Hotels & Resorts, Inc.;HST;0.02%;13.92;0.14;(1.05%);2025-04-24
461;Bxp, Inc.;BXP;0.02%;66.02;0.73;(1.11%);2025-04-24
462;Skyworks Solutions Inc;SWKS;0.02%;61.81;3.15;(5.36%);2025-04-24
463;Viatris Inc.;VTRS;0.02%;8.09;0.28;(3.52%);2025-04-24
464;Incyte Genomics Inc;INCY;0.02%;58.42;0.42;(0.72%);2025-04-24
465;Eastman Chemical Company;EMN;0.02%;80.74;1.90;(2.41%);2025-04-24
466;Stanley Black & Decker, Inc.;SWK;0.02%;61.86;2.72;(4.60%);2025-04-24
467;Solventum Corporation;SOLV;0.02%;67.20;1.30;(1.97%);2025-04-24
468;Moderna, Inc.;MRNA;0.02%;26.96;0.42;(1.57%);2025-04-24
469;Hormel Foods Corporation;HRL;0.02%;30.15;-0.66;(-2.13%);2025-04-24
470;The Interpublic Group of Companies, Inc.;IPG;0.02%;24.87;0.88;(3.65%);2025-04-24
471;The Mosaic Company;MOS;0.02%;29.04;1.09;(3.89%);2025-04-24
472;Dayforce, Inc.;DAY;0.02%;57.02;1.45;(2.61%);2025-04-24
473;Epam Systems, Inc.;EPAM;0.02%;157.17;4.57;(2.99%);2025-04-24
474;Huntington Ingalls Industries, Inc.;HII;0.02%;220.79;2.86;(1.31%);2025-04-24
475;Ralph Lauren Corporation;RL;0.02%;220.04;7.50;(3.53%);2025-04-24
476;Marketaxess Holdings Inc.;MKTX;0.02%;218.70;1.10;(0.51%);2025-04-24
477;Henry Schein Inc;HSIC;0.02%;65.75;0.26;(0.40%);2025-04-24
478;Bio-Techne Corp.;TECH;0.02%;50.67;0.51;(1.01%);2025-04-24
479;Walgreens Boots Alliance, Inc;WBA;0.02%;11.00;0.00;(0.05%);2025-04-24
480;A.O. Smith Corporation;AOS;0.02%;65.36;1.55;(2.42%);2025-04-24
481;Norwegian Cruise Line Holdings Ltd.s;NCLH;0.02%;17.16;0.16;(0.91%);2025-04-24
482;Lamb Weston Holdings, Inc.;LW;0.02%;52.48;0.04;(0.08%);2025-04-24
483;Match Group, Inc;MTCH;0.02%;29.83;0.19;(0.63%);2025-04-24
484;The Campbell's Company;CPB;0.02%;36.76;-0.74;(-1.98%);2025-04-24
485;Aes Corporation;AES;0.02%;10.18;0.06;(0.54%);2025-04-24
486;Federal Realty Investment Trust;FRT;0.02%;95.49;0.81;(0.86%);2025-04-24
487;Wynn Resorts Ltd;WYNN;0.02%;81.29;2.17;(2.75%);2025-04-24
488;Mgm Resorts International;MGM;0.02%;31.33;0.56;(1.82%);2025-04-24
489;Hasbro, Inc.;HAS;0.02%;60.47;7.78;(14.77%);2025-04-24
490;Paramount Global Class B;PARA;0.01%;11.28;0.08;(0.67%);2025-04-24
491;Albemarle Corporation;ALB;0.01%;57.92;2.28;(4.10%);2025-04-24
492;Generac Holdings Inc;GNRC;0.01%;114.46;4.40;(4.00%);2025-04-24
493;Brown-Forman Corporation Class B;BF.B;0.01%;34.55;-0.03;(-0.08%);2025-04-24
494;Davita Inc.;DVA;0.01%;139.70;0.77;(0.55%);2025-04-24
495;Invesco Ltd;IVZ;0.01%;14.10;0.59;(4.33%);2025-04-24
496;Enphase Energy, Inc.;ENPH;0.01%;46.04;0.97;(2.15%);2025-04-24
497;Fox Corporation Class B;FOX;0.01%;45.71;0.66;(1.47%);2025-04-24
498;Apa Corporation;APA;0.01%;16.25;0.60;(3.81%);2025-04-24
499;Franklin Resources, Inc.;BEN;0.01%;18.84;0.45;(2.46%);2025-04-24
500;Caesars Entertainment, Inc.;CZR;0.01%;27.23;0.51;(1.89%);2025-04-24
501;Charles River Laboratories International, Inc.;CRL;0.01%;114.83;5.83;(5.34%);2025-04-24
502;Mohawk Industries, Inc.;MHK;0.01%;109.00;3.44;(3.26%);2025-04-24
503;News Corporation Class B;NWS;0.01%;30.91;0.23;(0.75%);2025-04-24
